순번,분류,상호명,대표자명,소재지,특화거리,영업시간,휴무일,좌석수,홈페이지,업체소개,주차정보,화장실정보,해당여부,,,,,,,,,,,,,,좌표,,대표음식 해당여부,,,,,,,,,,,,,주변분류,판매 메뉴
,,,,,,,,,,,,,무슬림친화,채식여부,안심식당,모범업소,장애인시설,외국어가능,조식가능,예약가능,유아시설,1인식사,포장가능,배달가능,와이파이사용,상품권사용,경도,위도,과메기,대게,등푸른막회,회/물회,백숙,산채비빔밥,삼겹살,생선구이,아구찜,장어,조개구이,치킨,해신탕,,
1507,한식,할매기사식당,정승자,경북 포항시 남구 상도로26번길 6-1 (상도동),,09:00~19:00,매주일요일,테이블 10개,,"비빔밥정식 단일메뉴입니다 대를이어온 전통이있는 맛집입니다
모든식재료 국내산 쓰고있으며 최근 확장이전하여 넓고 깨끗한실내에서
 변함없는맛으로 조리하고있습니다
",,남녀구분,,,,,,,y,y,,y,y,,y,y,129.3533262,36.01114655,,,,,,y,,,,,,,,,"비빔정식, "
1508,횟집,어판장,권혁엽,경북 포항시 남구 상공로 27 (상도동),,10:00~22:00,연중무휴,테이블 15개,,"자연산회 전문점입니다
매일 싱싱한 생물들이 들어오고있으며 신선도 유지를위해 수족관 관리 철저하게하고 있습니다 점심특선 물회와 회정식은 직장인들에게 인기만점이며
늘 청결하게 식자재 관리합니다",,남녀구분,,,,,,,,y,,y,y,y,y,y,129.3554722,36.01119054,,,y,y,,,,,,,,,,,"회정식, 물회, 자연산(참가자미), 자연산(도다리).특물회, 생아구탕.생대구탕, 전복죽, 알밥, 산낙지, 산낙지연포탕, 활우럭매운탕, 해물모듬, 전복회, 멍게, "
1509,한식,시골삼겹살,도선회,경북 포항시 남구 중앙로122번길 40 (해도동),,16:00~20:00,매주일요일,테이블 4개,,"돼지고기로 만들수 있는 음식을 하는 곳입니다
돼지고기 수육은 30분전에 예약을 해야합니다
위생상태가 청결한 식당입니다",,남녀공용,,,,,,,,y,,,,,y,y,129.37265,36.02456972,,,,,,,y,,,,,,,,"소고기국밥, 김치찌개, 돼지찌개, 돼지두루치기, 생삼겹살, "
1510,횟집,영일만바다향,김성옥,경북 포항시 남구 포스코대로 360 (대도동),,10:30~22:00,첫째셋째일요일,테이블 16개,,자연산회 전문점이며 각종 싱싱한 해산물도 있습니다 물회종류도 여러가지이며 차별화된 맛을내기위해 연구하고 있습니다 기본반찬 하나도 정성을다해 조리하며 단체석 주차장 완비되어있습니다,전용주차장,남녀구분,,,,,,,,y,,y,y,,y,y,129.3620934,36.0165073,,y,y,y,,,,,,,,,,,"영일만 스폐셜(대), 영일만 스폐셜(중), 자연산회, 모듬회, 해물모듬, 이시가리,낙지,오징어, 짬뽕물회, 물회.김치물회, 자연산물회, 도다리물회, 회덮밥.멍게비빔밥, 굴찜.과메기, 자연산가리비, 조개찜, 안주물회.무침회, 해물탕, 생우럭탕.조개전골, "
1511,한식,아비꼬,김상훈,경북 포항시 남구 포스코대로 368 (대도동),,11:30~21:00,첫째셋째일요일,테이블 14개,,"
카레전문점입니다 퓨젼양식요리 돈가스 파스타등  메뉴가 다양해 남녀노소 누구 맛있게 드실수있습니다 매장내 자체소독방역 매일하고있으며 청결 유지에 노력하고있습니다",,남녀구분,,,,,,,,y,,y,y,y,y,y,129.3629014,36.01622937,,,,,,,,,,,,y,,,"기본카레라이스, 버섯 카레라이스, 가지카레라이스, 야채카레라이스, 허브치킨카레라이스.포크카레라이스, 함바그카레라이스, 비프카레라이스, 알새우카레라이스.해산물카레라이스, 기본카레우동, 버섯카레우동, 가지카레우동, 허브치킨카레우동, 비프카레우동, 알새우카레우동.해산물카레우동, 기본크림카레파스타, 버섯크림카레파스타, 가지크림카레파스타, 허브치킨크림카레파스타, 함바그크림카레파스타, 기본하야시라이스, 버섯하야시라이스, 가지하야시라이스, 허브치킨하야시라이스, 비프하야시라이스, "
1512,한식,동해고래1번지,방나현,경북 포항시 남구 중앙로122번길 32 (해도동),,12:00~20:00,매주일요일,테이블 7개,,"포항에 고래고기 파는 곳입니다
고래 요리 전문점은 포항에 몇 군데 없습니다
사장님이 직접 요리를 하시며 부재료 또한 손실을 직접 하십니다",,남녀공용,,,,,,,,y,,,y,,y,y,129.3719511,36.02445336,,,,y,,,,,,,,,,,"도루묵찌개, 추어탕, 고래수육, 고래육개장, 육회비빔밥, "
1513,한식,농원탕식당,이동숙,경북 포항시 남구 희망대로 845 (대도동),,09:00~21:00,연중무휴,테이블 30개,,"
보신탕 전문점이며 30년 전통이 깊은 농원탕식당입니다 오랜시간 영업하면서 차별화된 맛을 내고 있습니다 고급식재료 사용하고있으며 항상 청결과 친절을 유지하고있습니다",전용주차장,남녀구분,,,,,,,,y,,y,y,y,y,y,129.3651184,36.01102836,,,,,y,,,,,,,,,,"보신탕, 보신탕(특), 진국, 진국(특), 수육, 전골, 삼계탕, 전복삼계탕, 추어탕, 갈비살,목살, 뱃살, 토종닭백숙, 오리백숙, "
1514,한식,양지네국밥,이동숙,경북 포항시 남구 희망대로 847 (대도동),,09:00~21:00,매주일요일,테이블 20개,,"저희업소는 국밥전문 업소이며
진하고 구수한 육수가 정말 진국입니다
국밥외에도 통영굴국밥 벌교꼬막 비빔밥이 별미입니다
모든식재료에 신선함을 중요시하여 최상의맛을 내고있습니다  단체석완비 되어있으며 넓은 주차장도있습니다",전용주차장,남녀구분,,,,,,,,y,,y,y,y,y,y,129.3652899,36.01110093,,,,,,,,,,,,,,,"돼지국밥, 순대국밥, 순살고기국밥.내장국밥.섞어국밥, 수육, 홍오 삼합, 낙지볶음, 낙지비빔밥, 꼬막비빔밥.통영굴국밥, 굴부추전, "
1515,한식,우리동네회식당,박필수,경북 포항시 남구 중앙로122번길 31 (해도동),,11:00~21:00,연중무휴,테이블 5개,,"싱싱한 활어로 바로 잡아서 요리를 해드립니다 
앞에 수족관이 있어 바로 골라서 요리를 해드립니다
여러가지 물회의 종류를 맛 볼수 있습니다",,남녀공용,,,,,,,,y,,,y,y,y,y,129.3717652,36.0246285,,,,y,,,,,,,,,,,"도다리물회, 참가자미물회, 세꼬시물회, 오징어물회, 쥐고기물회, 참가자미회, 세꼬시잡어, "
1516,한식,동해 막 썰어파는집,최연숙,경북 포항시 남구 해도동 479-18,,10:00~22:00,연중무휴,테이블 16개,,"공간이 넓어 단체석이 가능한 곳입니다
회를 실컷 드실수있으며 사장님의 인심이 좋으셔서 넉넉하게 드립니다
싱싱한 생선회를 맛 볼수 있습니다 ",,남녀구분,,,,,,,,y,,,y,y,y,y,129.372442,36.02447878,,,,y,,,,,,,,,,,"모듬 회, 참가자미/도다리, 복어, 물회,횟밥, 도다리, "
1517,카페,설빙 영일대점,김정숙,경북 포항시 북구 해안로 63 (항구동),영일대조개구이거리,12:00~01:00,연중무휴,100석,,"설빙 영일대점은 영일대 해수욕장에 있으며.포스코 야경과 영일만 바다뷰가 아름다운곳입니다.
인절미 빙수.망고빙수.블루베리빙수.초코브라우니빙수.티라미수빙.치즈빙수 등 빙수 전문점입니다.
커피.음료.디저트도 다양하게 준비 되어 있습니다.
오셔서 힐링하시면 좋은곳입니다.
정성을 다해 모시겠습니다.",영일대 공영주차장(유료),남녀구분,,,,,,,,y,,,,,y,,129.3769511,36.05437196,,,,,,,,,,,,,,전망좋은맛집,"인절미설빙, 망고빙수, 블루베리빙수, 치즈빙수, 인절미토스트, 인절미토스트, 치즈가래떡, "
1518,분식,김밥천국(해도점),최예린,경북 포항시 남구 해동로 71 (해도동),,09:00~21:00,매주일요일,테이블 4개,,"11년되면서 사이드메뉴 종류별로와 김밥종류가 잘 나가는 김밥집 입니다.
그리고 직원분들이 당일 아침새벽에 나와서 채소 먹거리 준비하면서 손님들에게 싱싱한 야채를 대접하기위해서 준비를 깔끔히 잘하고 있습니다.
오래된 가게인 많큼 손님들에게 인정 받은 가게입니다",,남녀공용,,,,,,,,y,,,y,,y,y,129.3725275,36.02568847,,,,,,y,,,,,,,,,"원조김밥, 김밥류, 분식류, 라면류, 만두류, "
1519,한식,홍마루,안지홍,경북 포항시 남구 중앙로122번길 37 (해도동),,14:00~02:00,연중무휴,테이블 3개,,"보쌈 족발 전문점입니다
혼자먹는 분들을 위해 저렴한 가격에 1인식 메뉴가 있습니다 
가격대비 양이 많이 푸짐합니다",,남녀구분,,,,,,,,,,,y,y,y,y,129.3723738,36.0247453,y,,,,,,,,,,,,,,"보쌈, 냉채족발, 족발  , 1인 족발/보쌈, 쟁반막국수, 족발+갈비찜, "
1520,한식,동희식당,박동희,경북 포항시 남구 상공로 255 (해도동),,10:30~21:00,매주일요일,테이블 5개,,"여기 업소는 모든 재료는 국내산만 사용합니다
사장님이 저렴한 가격으로 밑반찬 또한 푸짐하게 드립니다
찜요리 전문점 입니다",,남녀공용,,,,,,,,y,,,y,,y,y,129.3737117,36.02354356,,,,,,,,,y,,,,,,"아구찜, 아구탕, 코다리찜, 낙지찜, 낙지볶음, 동태탕, 닭도리탕, "
1521,기타,자매식당,박문자,경북 포항시 남구 해동로72번길 8 (해도동),,09:00~21:00,매주일요일,테이블 6개,,"오픈한지 얼마 되지 않아서 매장이 아주 청결합니다
모든 재료는 국내산이며 가격이 아주 저렴합니다
한끼 식사를 푸짐하게  드실수 있습니다",,남녀구분,,,,,,,,y,,,,,y,y,129.3736782,36.02589112,,,,,,,,,,,,,,,"잔치국수, 칼국수, 콩국수, 제육볶음, 닭도리탕, "
1522,중식,대만반점,김춘자,경북 포항시 북구 삼호로 168-1 (항구동),영일대조개구이거리,11:00~21:00,"첫째,셋째 월요일",16석,,"중국음식 전문점이며 주로 배달을 많이 하고 있습니다
모든 식재료들은 재래시장에서 당일 바로 공급받습니다
늘 위생에 신경을 쓰며 깔끔한 식당입니다
우리가게는 정직하게 음식을 만드는 곳이니 믿고 드셔보세요.",공용주차장,남녀구분,,,,,,,,,,y,y,y,,y,129.376106,36.05350053,,,,,,,,,,,,,,,"짜장면, 짬뽕, 탕수육(대), 탕수육(중), 탕수육+짜장면2, "
1523,정육식당,김태주선산곱창,권혁미,경북 포항시 북구 삼호로 214-1 (두호동),영일대조개구이거리,16:00~01:00,연중무휴,44석,,"신선한 곱창을 깨끗하게 손질해서 갖은 양념으로 맛을 내는 곱창전골 전문점입니다
한가지 메뉴를 고집스럽고 자신있게 손님상에 대접하고 있습니다
숨은 맛집이라 단골손님들이 많습니다
곱창전골을 드시러 오시면 정성껏 대접해드리겠습니다.",갓길 주차이용,남녀공용,,,,,,,,y,,y,y,y,y,y,129.3777528,36.05758185,,,,,,,,,,,,,,,"곱창전골(1인분300g), 포장 2인분이상, "
1524,한식,청포동족발,박정도,경북 포항시 남구 해동로 88 (해도동),,14:00~02:00,연중무휴,테이블 9개,,"한가지 메뉴로도 드실수 있지만 모든 음식이 반반으로 시켜서 드실수 있는 곳입니다
늦은 시간까지 장사를 하여 새벽에 출출할 때도 시켜 드실수 있습니다
사장님이 정성 들여 포장과 음식을 내어 드립니다",,남녀공용,,,,,,,,,,,y,y,y,y,129.3725374,36.02717203,,,,,,y,,,,,,,,,"족발/보쌈, 냉채족발,마늘족발,불족발/마늘보쌈,불보쌈, 족발두루치기 한판, "
1525,기타,달밤포차,여근숙,경북 포항시 북구 삼호로 226 (두호동),영일대조개구이거리,17:00~24:00,매주 월요일,30석,,"저희집은 굴 전문점이며 그밖에 다양한 음식들이 있습니다
해산물은 산지에서 바로바로 공급해와서 아주 싱싱합니다
특히 굴요리는 인기가 많아 입소문으로 단골손님들이 많습니다
찾아오시면 정성껏 대접해드리겠습니다.",갓길 주차이용,남녀구분,,,,,,,,y,,,y,,y,y,129.3781459,36.05834151,,,,,,,,,,,,,,,"굴찜(대), 굴찜(중), 굴무침, 굴전, 생굴, "
1526,한식,원미,김옥분,경북 포항시 남구 상공로 255,,11:00~20:00,연중무휴,테이블 7개,,"23년동안 운영하던 가게이며 단골 손님들에게 인정 받은 가게입니다
전골 전문집이며 오래된만큼 맛은 보장이 되어 있습니다
식자재들도 매일 장을봐서 마련하는 센스까지 있으신 사장님이십니다",,남녀공용,,,,,,,,y,,,,,,y,129.3737117,36.02354356,,,,,,,y,,y,,,,,,"소낙지전골, 곱창전골, 곱창구이, 생삽겹살, 돼지갈비, 아구찜, "
1527,한식,수민쭈꾸미,이금자,경북 포항시 남구 해동로 40-1 (해도동),,17:00~23:00,연중무휴,테이블 7개,,"몸에 좋은 음식으로 보답 하신다고 하시는 사장님의 메뉴가 조금씩 늘고 있습니다
맛 또한 보장하는 가게로 하신다는 사장님의 말씀과 최대한 국내산을 사용 하신다고 합니다
쭈꾸미가 전문점인 가게입니다",,남녀구분,,,,,,,,y,,,y,,,y,129.3736228,36.02295436,,,,,y,,y,y,,,,,,,"쭈꾸미, 쭈삼, 삼겹살, 오리주물럭, 동태탕, 해물두부전골, "
1528,기타,포항 짱 묵자,김태현,경북 포항시 남구 해동로 90 (해도동),,17:00~24:00,월2회,테이블 15개,,"회집의 분위기가 아닌 까페 분위기에서 회를 먹는 곳입니다
오픈주방으로 직접 요리를 할수있는 것을 볼수있습니다
단체석도 가능하지만 집에서도 먹을수있는 요리 전문점입니다",,남녀구분,,,,,,,,y,,,y,y,y,y,129.3725644,36.02728844,,,,y,,,,y,,,,,,,"바다장어구이, 아나구회, 산낙지, 가자미물회(자연산), 일반물회, "
1529,한식,처가집 장모님국밥,정진홍,경북 포항시 남구 해동로 70 (해도동),,11:30~21:30,연중무휴,테이블 7개,,"고기는 첫주문 3인분 부터 추가주문은 2인 이상 주문 가능하십니다
공영 주차장이 있어 거기다 주차를 하시고 오시면 됩니다
국내산 재료로 요리를 하시려고 하는 사장님의 신뢰입니다",,남녀공용,,,,,,,,y,,,y,,y,y,129.3729591,36.02561614,,,,,,,y,,,,,,,,"돼지국밥, 순대국밥, 내장국밥, 수육백반, 뒷고기, 항정살, 막창, 삼겹살, 대패삼겹살, 오겹살, "
1530,카페,투썸플레이스 영일대점,채능곤,경북 포항시 북구 해안로 93 (두호동),,10:00~01:00,연중무휴,300석,,"영일대 해수욕장에 위치한. 바다 전망과 포스코 야경이 아름다운 곳입니다.
경북 최대규모 대형 프렌차이즈 카페입니다.
포항에서 유일하게 파티쉐가 직접 생산하고 공급하며.최고의 신선도를 자랑하는 고급스런 디저트와
다양한 음료. 서비스를 제공하고 있습니다.",70,남녀구분,,,,,,,,y,,,y,,y,,129.3777947,36.05716152,,,,,,,,,,,,,,전망좋은맛집,"그뤼에르치즈무스, 뉴욕치즈, 레드벨벳, 딸기생크림, 요거트 생크림, 티라미수, "
1531,한식,39막창,이정미,경북 포항시 남구 해동로 66 (해도동),,18:00~24:00,"둘째,넷째 화요일",테이블 6개,,"사장님이 직접 손질해서 막창에 잡내가 전혀 나지 않습니다
가족에게 내는 음식이라 생각하며 음식을 대접합니다
신선한 야채로 쌈을 드실수있게 매일 장을 보신다고 합니다",,남녀공용,,,,,,,,y,,,,,y,y,129.3730566,36.02518849,,,,,,,y,,,,,,,,"생막창, 생삼겹살, 한돈대패, "
1532,한식,네발두발,전재광,경북 포항시 남구 해동로 56-1 (해도동),,17:00~23:00,매주일요일,테이블 10개,,"간판이름 처럼 4발 달린 음식과 두발 달린 음식으로 구부이되어 있습니다
 돼지고기와 닭의 요리로 전문으로 취급을하며 당일 들어오는 식재료들로 조리를 합니다
",,남녀공용,,,,,,,,y,,,,,y,y,129.3732753,36.02437165,,,,,y,,y,,,,,,,,"황제(소)갈비살, 생삼겹살, 돼지갈비, 옻닭, 한방닭, "
1533,기타,푸짐아,오미향,경북 포항시 남구 해동로 51 (해도동),,16:00~24:00,매주일요일,테이블 7개,,"사장님의 생각이 건강식을 추구하는 생각이 많으셔서 음식조리에 매우 신경을 많이 쓰십니다
여기 주 메뉴는 전이 주 메뉴이며  양또한 푸짐하게 나갑니다
항상 새벽장을 보셔서 신선한 재료를 공급하십니다",,남녀공용,,,,,,,,y,,,y,,y,y,129.3730131,36.02386949,,,,,y,,,y,,,,,,,"옻닭, 모듬전, 모듬생선, 육전, 뱃고동, "
1534,한식,왕십리숯불촌,임나랑,경북 포항시 남구 해동로 66-1 (해도동),,17:00~02:00,"둘째,셋째 화요일",테이블 11개,,"저렴한가격에 맛가지 좋아서 항상 손님들이 많이 있습니다
여러가지 밑 반찬과 신선한 야채쌈을 드실 수 있는 곳 입니다
사장님의 항상 친절이 더해 손님들이 좋아 하십니다",,남녀공용,,,,,,,,y,,,y,,y,y,129.3730227,36.02530143,,,,,,,y,,,,,,,,"갈비살, 차돌박이, 돼지갈비, 생삽겹살, 돼지주물럭, 대패삼겹살, 막창, "
1535,기타,찰리숯불구이,하은희,경북 포항시 남구 해동로 75,,16:00~24:00,연중무휴,테이블 8개,,"장어구이 전문점입니다
식자재는 전부 국내산을 사용하는 가게입니다
사장님이 직접 장어를 손질해 비릿내가 전혀 나지 않습니다",,남녀구분,,,,,,,,y,,,y,,,y,129.3724411,36.02604283,,,,,,,,,,y,,,,,"장어구이, 장어회, 장어매운탕, 생삽겹살, 고동, "
